Churn;Gender;SeniorCitizen;Partner;Dependents;Tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;DailyCharges;MonthlyCharges;AvgServiceCost;TotalCharges;ServiceCount;TenureGroup;Churn_binary
No;Female;Yes;No;No;5;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;78,5;84,7;28,233333333333334;392,5;3;0–12;0
Yes;Female;Yes;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,82;96,4;32,13333333333333;1581,2;3;13–24;1
No;Male;No;No;No;17;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);22,68;21,1;21,1;385,55;1;13–24;0
No;Male;No;Yes;Yes;51;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;19,56;19,4;19,4;997,75;1;49–60;0
No;Female;Yes;No;No;5;Yes;No;Dsl;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);57,57;59,9;14,975;287,85;4;0–12;0
Yes;Female;No;Yes;No;14;Yes;Yes;Dsl;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);67,21;64,7;21,566666666666666;941,0;3;13–24;1
Yes;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;79,25;77,0;77,0;237,75;1;0–12;1
No;Female;No;Yes;Yes;64;Yes;Yes;Dsl;No;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);53,12;53,85;26,925;3399,85;2;61–72;0
No;Female;No;Yes;Yes;7;No;No;Dsl;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;35,23;34,65;17,325;246,6;2;0–12;0
Yes;Female;No;No;No;1;No;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;25,2;25,2;;25,2;0;0–12;1
No;Female;Yes;Yes;No;60;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);115,43;116,05;16,57857142857143;6925,9;7;49–60;0
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;20,45;20,45;20,45;20,45;1;0–12;0
Yes;Male;Yes;No;No;2;No;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;23,75;24,45;;47,5;0;0–12;1
No;Female;No;No;No;20;Yes;Yes;Dsl;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);68,52;68,9;17,225;1370,35;4;13–24;0
No;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;117,02;115,55;16,507142857142856;8425,3;7;61–72;0
No;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);106,37;107,45;17,908333333333335;7658,3;6;61–72;0
No;Male;No;No;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,16;90,4;22,6;356,65;4;0–12;0
No;Male;No;No;Yes;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;21,05;21,05;21,05;21,05;1;0–12;0
Yes;Female;No;Yes;No;33;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;101,85;103,75;17,291666666666668;3361,05;6;25–36;1
No;Male;No;Yes;No;56;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;Yes;Electronic check;93,82;93,15;23,2875;5253,95;4;49–60;0
No;Male;No;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;66,43;70,5;70,5;597,9;1;0–12;0
No;Male;No;No;No;12;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;98,67;95,7;23,925;1184,0;4;0–12;0
Yes;Male;Yes;No;No;51;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,34;97,8;24,45;4913,3;4;49–60;1
No;Female;No;Yes;Yes;33;Yes;Yes;No;No;No;No;No;No;No;One year;No;Credit card (automatic);24,25;24,15;24,15;800,3;1;25–36;0
Yes;Female;No;No;No;1;Yes;No;Dsl;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;50,45;50,45;25,225;50,45;2;0–12;1
No;Female;No;Yes;No;70;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);18,98;19,85;19,85;1328,35;1;61–72;0
No;Male;No;No;No;1;Yes;No;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;47,95;47,95;23,975;47,95;2;0–12;0
Yes;Female;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;91,59;93,2;31,066666666666666;2931,0;3;25–36;1
No;Female;No;No;No;39;No;No;Dsl;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);43,61;41,15;13,716666666666667;1700,9;3;37–48;0
No;Female;No;Yes;Yes;45;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);25,31;24,65;24,65;1138,8;1;37–48;0
Yes;Male;No;No;No;19;Yes;No;Dsl;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);55,08;55,0;18,333333333333332;1046,5;3;13–24;1
No;Female;No;No;No;30;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);87,94;94,4;23,6;2638,1;4;25–36;0
No;Male;No;No;No;7;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24,09;19,4;19,4;168,65;1;0–12;0
No;Female;No;Yes;Yes;59;Yes;Yes;Dsl;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Mailed check;76,6;76,45;15,290000000000001;4519,5;5;49–60;0
Yes;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;20,2;20,2;20,2;20,2;1;0–12;1
No;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,6;70,6;70,6;70,6;1;0–12;0
No;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);110,87;110,45;18,408333333333335;7982,5;6;61–72;0
No;Female;No;Yes;Yes;67;Yes;Yes;Dsl;Yes;No;No;No;Yes;Yes;Two year;Yes;Electronic check;78,05;75,5;18,875;5229,45;4;61–72;0
No;Male;No;Yes;No;47;Yes;No;Dsl;No;Yes;Yes;No;Yes;Yes;Two year;No;Electronic check;74,95;73,6;14,719999999999999;3522,65;5;37–48;0
No;Male;No;No;No;4;Yes;No;Dsl;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;62,35;61,3;20,433333333333334;249,4;3;0–12;0
No;Female;No;No;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,94;104,15;20,830000000000002;2494,65;5;13–24;0
No;Male;No;No;No;9;No;No;Dsl;Yes;No;Yes;Yes;No;Yes;One year;No;Mailed check;51,51;50,8;12,7;463,6;4;0–12;0
No;Female;No;Yes;Yes;7;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,59;19,85;19,85;144,15;1;0–12;0
No;Female;No;No;No;65;No;No;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);60,32;59,95;11,99;3921,1;5;61–72;0
No;Male;No;No;No;14;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;21,38;20,05;20,05;299,3;1;13–24;0
No;Male;No;Yes;No;35;No;No;Dsl;Yes;No;Yes;No;Yes;Yes;One year;No;Credit card (automatic);55,17;53,15;13,2875;1930,9;4;25–36;0
No;Male;No;No;Yes;26;No;No;Dsl;No;Yes;No;No;Yes;No;One year;Yes;Bank transfer (automatic);39,38;39,95;19,975;1023,75;2;25–36;0
No;Female;No;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;75,0;75,15;37,575;525,0;2;0–12;0
Yes;Female;Yes;Yes;No;43;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;105,44;107,55;21,509999999999998;4533,9;5;37–48;1
No;Male;No;No;No;37;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);21,24;20,15;20,15;785,75;1;37–48;0
No;Male;No;No;Yes;23;No;No;Dsl;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);41,19;40,65;13,549999999999999;947,4;3;13–24;0
No;Female;No;Yes;Yes;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);71,15;69,75;69,75;3557,7;1;49–60;0
Yes;Female;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19,65;19,65;19,65;19,65;1;0–12;1
No;Male;Yes;No;No;27;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);109,78;104,65;20,93;2964,0;5;25–36;0
No;Female;No;No;No;58;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);74,12;71,1;14,219999999999999;4299,2;5;49–60;0
No;Male;No;Yes;Yes;12;Yes;Yes;No;No;No;No;No;No;No;One year;No;Mailed check;26,25;26,4;26,4;314,95;1;0–12;0
No;Female;Yes;Yes;No;72;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);78,92;78,45;13,075000000000001;5682,25;6;61–72;0
Yes;Female;No;No;No;14;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,35;86,3;28,766666666666666;1180,95;3;13–24;1
Yes;Male;Yes;Yes;No;10;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;91,43;89,8;29,933333333333334;914,3;3;0–12;1
No;Male;No;Yes;Yes;72;Yes;Yes;Dsl;Yes;No;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);66,83;66,5;16,625;4811,6;4;61–72;0
No;Male;No;No;Yes;9;Yes;No;Dsl;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;53,78;50,1;25,05;484,05;2;0–12;0
No;Female;No;No;No;45;Yes;No;Dsl;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);80,42;81,65;13,608333333333334;3618,7;6;37–48;0
No;Female;No;Yes;No;64;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);19,15;19,45;19,45;1225,65;1;61–72;0
Yes;Male;No;No;No;2;No;No;Dsl;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;45,18;49,25;16,416666666666668;90,35;3;0–12;1
No;Male;Yes;Yes;No;64;Yes;No;Fiber optic;Yes;No;Yes;No;No;No;One year;No;Credit card (automatic);78,4;80,3;26,766666666666666;5017,7;3;61–72;0
No;Female;No;No;No;39;No;No;Dsl;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);40,95;41,1;13,700000000000001;1597,05;3;37–48;0
No;Female;No;Yes;No;1;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,0;45,0;45,0;45,0;1;0–12;0
Yes;Female;No;No;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,41;95,35;23,8375;660,9;4;0–12;1
No;Female;No;No;No;58;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);24,55;24,35;24,35;1423,85;1;49–60;0
Yes;Male;Yes;Yes;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;76,65;74,4;74,4;306,6;1;0–12;1
Yes;Female;No;No;No;3;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50,43;50,65;50,65;151,3;1;0–12;1
Yes;Male;No;No;Yes;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,35;74,35;74,35;74,35;1;0–12;1
No;Male;No;No;No;72;Yes;Yes;Dsl;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);87,63;86,05;14,341666666666667;6309,65;6;61–72;0
Yes;Male;Yes;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,06;101,0;25,25;4388,4;4;37–48;1
Yes;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,6;69,6;69,6;69,6;1;0–12;1
No;Male;No;Yes;No;68;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;99,33;100,3;20,06;6754,35;5;61–72;0
No;Male;No;Yes;Yes;38;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,12;101,15;25,2875;3956,7;4;37–48;0
No;Female;No;Yes;Yes;55;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;19,62;20,3;20,3;1079,05;1;49–60;0
Yes;Male;No;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,65;71,65;71,65;71,65;1;0–12;1
Yes;Female;No;Yes;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;95,62;84,9;42,45;764,95;2;0–12;1
No;Female;No;No;No;33;Yes;Yes;Dsl;Yes;No;No;Yes;No;No;One year;No;Electronic check;59,18;59,4;19,8;1952,8;3;25–36;0
No;Female;No;Yes;Yes;57;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,45;100,6;25,15;5611,7;4;49–60;0
Yes;Female;No;Yes;Yes;42;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);80,57;77,95;38,975;3384,0;2;37–48;1
No;Female;No;Yes;Yes;15;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;18,95;20,05;20,05;284,3;1;13–24;0
No;Female;No;No;No;8;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;21,83;20,25;20,25;174,65;1;0–12;0
No;Male;No;No;No;4;Yes;No;Dsl;Yes;No;Yes;No;No;No;Month-to-month;No;Electronic check;61,29;56,75;18,916666666666668;245,15;3;0–12;0
No;Female;No;No;No;62;Yes;Yes;Dsl;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);83,76;84,5;14,083333333333334;5193,2;6;61–72;0
Yes;Male;No;No;Yes;25;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;97,95;95,9;23,975;2448,75;4;25–36;1
No;Male;No;No;No;1;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;19,45;19,45;19,45;19,45;1;0–12;0
No;Male;Yes;Yes;Yes;68;Yes;No;No;No;No;No;No;No;No;One year;No;Bank transfer (automatic);17,55;19,5;19,5;1193,55;1;61–72;0
Yes;Male;No;Yes;No;34;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102,35;100,05;25,0125;3480,0;4;25–36;1
No;Female;No;No;No;72;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Two year;Yes;Bank transfer (automatic);85,9;84,7;28,233333333333334;6185,15;3;61–72;0
Yes;Male;Yes;No;No;21;Yes;No;Dsl;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);58,86;60,05;20,016666666666666;1236,15;3;13–24;1
No;Female;No;Yes;Yes;55;Yes;No;Dsl;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;56,94;55,7;18,566666666666666;3131,8;3;49–60;0
No;Male;No;Yes;Yes;42;Yes;Yes;Dsl;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);72,82;69,4;17,35;3058,3;4;37–48;0
No;Male;No;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);100,49;100,9;20,18;6733,15;5;61–72;0
No;Female;No;No;No;41;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;20,37;20,65;20,65;835,15;1;37–48;0
No;Male;No;No;No;26;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);84,95;86,65;28,883333333333336;2208,75;3;25–36;0
No;Male;No;Yes;No;4;Yes;Yes;Dsl;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;62,52;65,6;21,866666666666664;250,1;3;0–12;0
No;Female;No;No;No;66;No;No;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);62,67;62,5;10,416666666666666;4136,4;6;61–72;0
No;Female;No;Yes;Yes;15;Yes;Yes;No;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;26,32;25,25;25,25;394,85;1;13–24;0
No;Female;No;No;No;63;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);92,33;90,05;22,5125;5817,0;4;61–72;0
No;Male;Yes;Yes;No;59;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;Yes;Credit card (automatic);83,1;82,95;20,7375;4903,15;4;49–60;0
No;Female;No;No;No;25;No;No;Dsl;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;56,93;54,2;13,55;1423,15;4;25–36;0
No;Male;No;No;No;4;Yes;No;No;No;No;No;No;No;No;Month-to-month;No;Mailed check;23,35;19,4;19,4;93,4;1;0–12;0
Yes;Male;No;No;No;2;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;83,65;95,65;23,9125;167,3;4;0–12;1
No;Male;No;No;No;69;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;91,62;90,65;12,950000000000001;6322,1;7;61–72;0
Yes;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,95;91,4;30,46666666666667;449,75;3;0–12;1
No;Male;No;No;Yes;66;Yes;No;Dsl;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);78,73;79,5;13,25;5196,1;6;61–72;0
Yes;Male;No;Yes;Yes;6;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);79,59;83,55;27,849999999999998;477,55;3;0–12;1
No;Male;No;Yes;Yes;28;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);91,72;92,2;30,733333333333334;2568,15;3;25–36;0
No;Female;Yes;Yes;Yes;57;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);97,67;95,3;19,06;5567,45;5;49–60;0
Yes;Male;No;No;No;22;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105,32;101,35;25,3375;2317,1;4;13–24;1
No;Female;No;Yes;No;49;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);21,06;20,7;20,7;1032,05;1;49–60;0
No;Female;Yes;Yes;Yes;65;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);104,11;103,9;20,78;6767,1;5;61–72;0
Yes;Male;No;No;No;2;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;94,6;75,7;37,85;189,2;2;0–12;1
No;Female;No;No;No;42;Yes;Yes;Dsl;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);80,32;78,45;15,690000000000001;3373,4;5;37–48;0
No;Male;No;Yes;Yes;61;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);21,41;20,55;20,55;1305,95;1;61–72;0
Yes;Male;No;Yes;Yes;26;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,64;83,75;41,875;2070,6;2;25–36;1
No;Male;No;No;No;10;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);19,86;20,0;20,0;198,6;1;0–12;0
No;Female;No;No;No;67;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);26,72;25,6;25,6;1790,35;1;61–72;0
Yes;Male;No;Yes;No;10;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99,09;99,85;19,97;990,9;5;0–12;1
Yes;Male;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;79,72;76,05;76,05;318,9;1;0–12;1
Yes;Female;Yes;No;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);79,16;80,45;40,225;5224,35;2;61–72;1
No;Male;No;No;Yes;1;Yes;Yes;Dsl;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,05;50,05;50,05;50,05;1;0–12;0
Yes;Male;No;Yes;Yes;2;Yes;Yes;Dsl;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;56,78;56,7;28,35;113,55;2;0–12;1
No;Female;No;Yes;Yes;37;Yes;Yes;No;No;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);23,29;24,1;24,1;861,85;1;37–48;0
No;Female;Yes;No;No;35;No;No;Dsl;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;40,99;39,85;19,925;1434,6;2;25–36;0
No;Female;No;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);116,74;115,05;16,435714285714287;8405,0;7;61–72;0
No;Female;No;No;No;8;Yes;No;Dsl;No;No;No;No;No;No;Month-to-month;No;Mailed check;46,16;44,45;44,45;369,3;1;0–12;0
No;Male;No;No;No;19;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);78,69;78,7;39,35;1495,1;2;13–24;0
No;Male;No;No;No;20;Yes;No;No;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);17,81;19,6;19,6;356,15;1;13–24;0
No;Female;No;No;No;38;Yes;Yes;No;No;No;No;No;No;No;One year;Yes;Electronic check;24,06;24,25;24,25;914,4;1;37–48;0
No;Male;No;No;No;57;Yes;No;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);19,2;18,8;18,8;1094,35;1;49–60;0
No;Male;No;Yes;Yes;38;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);95,16;94,9;23,725;3616,25;4;37–48;0
No;Male;No;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);102,77;104,6;20,919999999999998;6885,75;5;61–72;0
No;Male;No;No;No;22;Yes;No;Dsl;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;56,96;55,1;18,366666666666667;1253,15;3;13–24;0
No;Female;No;Yes;No;57;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,44;99,65;24,9125;5497,05;4;49–60;0
No;Female;No;Yes;Yes;72;Yes;No;Dsl;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Electronic check;72,74;74,35;12,391666666666666;5237,4;6;61–72;0
No;Male;No;Yes;No;70;Yes;Yes;Dsl;Yes;Yes;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);78,98;79,4;13,233333333333334;5528,9;6;61–72;0
Yes;Male;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,65;73,65;73,65;73,65;1;0–12;1
No;Female;No;No;No;13;Yes;No;Dsl;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Bank transfer (automatic);64,79;67,8;13,559999999999999;842,25;5;13–24;0
No;Male;No;Yes;Yes;62;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);115,47;115,55;16,507142857142856;7159,05;7;61–72;0
Yes;Female;No;No;No;5;Yes;No;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;92,34;89,35;22,3375;461,7;4;0–12;1
Yes;Female;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;63,7;69,05;69,05;318,5;1;0–12;1
No;Female;No;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,86;76,05;76,05;2227,8;1;25–36;0
No;Male;Yes;No;No;18;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);78,43;80,55;40,275;1411,65;2;13–24;0
No;Female;Yes;No;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);111,11;108,95;18,158333333333335;7111,3;6;61–72;0
No;Female;Yes;No;No;42;Yes;Yes;Dsl;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;57,66;55,65;27,825;2421,75;2;37–48;0
No;Male;No;No;No;30;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);94,02;90,4;22,6;2820,65;4;25–36;0
Yes;Male;No;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,97;73,85;36,925;1424,5;2;13–24;1
No;Female;No;Yes;No;65;Yes;No;Dsl;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;56,51;55,15;18,383333333333333;3673,15;3;61–72;0
No;Male;No;No;No;18;Yes;No;No;No;No;No;No;No;No;One year;No;Mailed check;22,33;20,1;20,1;401,85;1;13–24;0
Yes;Female;Yes;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,62;100,8;25,2;1308,1;4;13–24;1
No;Female;No;No;No;41;Yes;No;No;No;No;No;No;No;No;One year;Yes;Mailed check;19,68;19,75;19,75;806,95;1;37–48;0
No;Female;No;Yes;Yes;54;Yes;Yes;Dsl;No;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);60,12;59,8;19,933333333333334;3246,45;3;49–60;0
No;Male;No;No;No;32;Yes;No;No;No;No;No;No;No;No;One year;No;Credit card (automatic);22,11;20,35;20,35;707,5;1;25–36;0
No;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);115,72;115,8;16,54285714285714;8332,15;7;61–72;0
No;Male;No;Yes;Yes;59;Yes;No;No;No;No;No;No;No;No;Two year;No;Mailed check;19,46;19,5;19,5;1147,85;1;49–60;0
Yes;Female;No;No;No;25;Yes;Yes;No;No;No;No;No;No;No;Two year;No;Credit card (automatic);27,68;24,75;24,75;692,1;1;25–36;1
Yes;Male;Yes;Yes;No;15;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);89,7;85,6;42,8;1345,55;2;13–24;1
